PUBCHEM_CID,fit_max,fit_hill,fit_ec50,fit_min,fit_RMSE,fit_R2,max_signal
4094710,104.33010789952648,1.1361258334221562,2.8331035633320014,9.91848527391126,2.7186063301560317,0.9935428519403642,103.645
2301472,70.10248834398038,1.7370743150299373,6.945569387882085,4.729370968888064,3.802924148747354,0.9757335690367535,73.4
9795907,60.41113809566277,2.339596148895904,6.340422080843893,4.842572572427917,0.8234994146185148,0.9987161581398787,60.4601
2338527,58.8563085881464,1.7255422480203129,6.942851448817881,4.075683312943588,2.6567196091395475,0.9829641016606071,60.75
5310645,173.05118703006056,0.877572318529384,176.53885522167735,2.397338968040419,3.4613662219871664,0.9640691164464528,66.95
2790671,43.954540125289256,2.2266028720370525,1.8640770415546082,8.288025996935817,2.863640895837696,0.9660523930472078,44.0
3119666,32.94113368476721,7.393464328656332,1.0150296283218099,7.33956394027048,2.604322293495778,0.9535294698616541,34.8653
9839953,36.00377102550992,1.1487346534853202,1.2255568104251495,1.2754685456633428,3.2282359384826718,0.9335416561922938,38.9507
135500895,38.92106127409853,2.058951272873184,1.8252573965894476,6.531985789987071,0.868233732125145,0.9961095705179066,40.35
25181377,60.787719777584,1.2259268439685096,5.348138251884187,-2.8440044942272817,2.0332683374851848,0.9919568390485172,59.5238
3364516,31.381630015381102,2.340963061496832,1.295540491721766,-2.2246810632278855,1.8452273380632422,0.9834629940615057,34.9762
686852,36.23967330905475,2.270905337746689,3.63565567818013,-2.8054682794259036,1.1189010423345918,0.9955505315515736,36.5273
25181383,50.76388470943297,1.4811420856386128,5.269015394863815,-5.25426812765802,2.749696949128921,0.9834754553092505,52.4087
753455,32.77662230985858,2.5855564815951073,3.7673635528991167,-2.3932940827759026,2.1908831777978013,0.9800733538870825,35.848
25181376,57.7757928264812,1.279894416145834,4.9011897953728285,-0.286340984753358,2.6223491520225886,0.9847911647814368,57.7849
647821,40.8082731923562,4.677450391946181,3.2952595797272197,5.617833504185561,1.1376318438759094,0.995195104364169,41.7335
2790634,38.23683809336141,14.20297461320856,3.8219444980550463,10.570224472892196,1.9829684674079249,0.9776242606468125,40.4959
25181368,56.379470688556424,1.043148159122022,7.108316343318085,-0.4220665579885556,1.1617831757992305,0.9959641339130281,50.8293
3653881,40.47827416914989,1.4165008519442936,4.69961933486146,7.631859401172842,2.6179376110060275,0.9572968382806699,43.5816
2939678,39.35965560305667,1.1685851813765575,2.935099835335711,1.9961791154550916,1.329518612030008,0.9905413623422281,39.7
