PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES_1460,Fit_CurveClass_1460,Max_Response_1460,Potency_1460
1604981,CN(C)C1=CC=C(C=C1)NC(=O)CSC2=NC(=C(S2)C(=O)NC3=CC=C(C=C3)N(C)C)N,-1.1,-94.8852,2.5119
1594243,CCOC1=CC2=C(C=C1)N=C(S2)N=NC3=C(NC(=S)NC3=O)O,-1.1,-94.8714,2.2387
667601,C1=CC(=C(C=C1/C=C(\C#N)/C(=S)N)O)O,-1.1,-94.8679,2.2387
2839885,COC1=CC=C(C=C1)C2=NC(=NN2)N=NC3=CC=C(C=C3)O,-1.1,-94.8474,2.8184
135517196,CCOC(=O)C1=C(NC(=C1C)C2=NNC(=NC3=CC=CC=C3)SC2)C,-1.1,-94.8012,3.9811
2206571,C1=CC=C(C=C1)NC2=CC=C(C=C2)N/C=C/C(=O)C3=CC=CS3,-1.1,-94.7278,1.2589
10667,C1=CC=C2C(=C1)C=CC(=O)C2=O,-1.1,-94.6995,2.5119
135431549,C1=CC=C(C=C1)C2=CC(=O)N3C(=N2)C(=C(N3)N)N=NC4=CC=C(C=C4)S(=O)(=O)N,-1.1,-94.6643,2.2387
442142,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2,-1.1,-94.6411,3.9811
11957514,CC([C@@H](C1=CC(=C(C=C1)O)O)O)N,-1.1,-94.598,3.5481
3948761,C1COC2=C(O1)C=CC(=C2)N=NC3=C(C=C(C=C3)O)O,-1.1,-94.5439,3.1623
16195997,CN(C)C1=CC=C(C=C1)/C=C/C2=[N+](C3=C(C=C2)C4=CC=CC=C4C=C3)C5=CC=CC=C5.[Cl-],-1.1,-94.5295,1.9953
5578857,C1=CC(=C(C(=O)C2=C1C(=C(C(=C2O)O)O)Br)O)Br,-1.1,-94.5259,3.5481
338564,C1=CC=C(C(=C1)C=NC2=C3C(=C(C=C2)F)C(=O)NN3)O,-1.1,-94.5169,3.5481
8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,-1.1,-94.5133,1.4125
12006208,CNC1=C(C=C(C=C1)/C=C/C(=O)C2=CC3=C(C=C2)OCCO3)[N+](=O)[O-],-1.1,-94.4591,2.5119
312601,CC1=CC=C(C=C1)SC2=C(C(=O)C3=CC=CC=C3C2=O)SC4=CC=C(C=C4)C,-1.1,-94.4175,3.1623
776372,C1=CC=C(C=C1)OC2=C3C4=C(C5=CC=CC=C5C3=O)ON=C4C=C2,-1.1,-94.3913,4.4668
387118,CC1=C(C=CC(=C1)N(C)C)N=NC2=CC3=C(C=C2)N=CC=C3,-1.1,-94.304,0.5012
135401277,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N/N=C/C2=C(C(=C(C=C2)O)O)O,-1.1,-94.2711,3.1623
1895639,C1=CC=C(C=C1)C(=O)C2=COC3=C2C(=O)C(=O)C4=CC=CC=C43,-1.1,-94.2382,2.5119
16745328,C[C@@H]1CC2C(CC(=O)O2)OC3CC4C(C[C@@H](C5C(O4)CC=CCC6C(O5)C/C=C\C7C(O6)CCCC8[C@@](O7)(CC9C(O8)CC2C(O9)[C@H](C[C@H](O2)CC(=C)C=O)O)C)C)O[C@@]3(C1)C,-1.1,-94.1952,3.5481
5756549,CC\1(C2=CC=CC=C2N(/C1=C\C=C/3\C(=O)NC(=S)S3)C)C,-1.1,-94.1459,3.5481
3124417,CCN1C2=CC=CC=C2N(C1(C)C3=CC=CC=C3)C,-1.1,-94.0416,4.4668
39164,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC3=C2OC=C3,-1.1,-93.9898,1.4125
9679312,C1=CC=C2C=C(C=CC2=C1)N/N=C/C3=CC=C(O3)[N+](=O)[O-],-1.1,-93.9408,3.1623
2188632,CN(C)C1=CC=C(C=C1)N/C=C/C(=O)C2=CC=CC=C2,-1.1,-93.8952,1.7783
3768005,CC1=C(C(=O)N(N1)C(=S)N)N=NC2=CC3=CC=CC=C3C=C2,-1.1,-93.8596,2.8184
5878033,COC1=CC=C(C=C1)/C=C/C(=O)C2=CC3=C(C=C2N)OCO3,-1.1,-93.8067,2.8184
6604861,CC1=C(C(=O)[C@@H]2[C@@H](C1=O)O2)O,-1.1,-93.6983,1.9953
3641052,CCN1C(=O)C(=C(C(=N1)[N+](=O)[O-])C(C#N)C2=NC3=CC=CC=C3S2)Cl,-1.1,-93.6806,3.1623
135431542,COC1=CC=CC(=C1)N=NC2=C(NN3C2=NC(=CC3=O)C4=CC=CC=C4)N,-1.1,-93.6144,3.9811
135470621,C1=CC=C(C(=C1)C2=CC=C(O2)/C=N/N=C/3\NC(=O)C(S3)CC(=O)O)[N+](=O)[O-],-1.1,-93.6076,2.2387
135470842,COC1=C(C=C(C=C1)C2=CSC(=N2)/C(=C\C3=CC(=C(C=C3)O)[N+](=O)[O-])/C#N)OC,-1.1,-93.4191,1.2589
5340071,CCOC1=CC(=C(C=C1)N/C=C/C(=O)C2=CC=CC=C2)[N+](=O)[O-],-1.1,-93.3176,1.4125
5802504,CCOC1=CC(=C(C=C1)N/C=C/C(=O)C2=CC=C(C=C2)C)[N+](=O)[O-],-1.1,-93.2979,1.122
5346505,C1=CC(=C(C=C1C2=CC=C(O2)/C=N/NC3=NC=C(C=C3)[N+](=O)[O-])C(=O)O)Cl,-1.1,-93.179,1.2589
2905495,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC3=C(C4=NON=C4C(=C3)Cl)[N+](=O)[O-],-1.1,-93.1507,3.9811
5004,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,-1.1,-93.107,1.4125
369538,COC1=CC2=C(C=C1)NC3=C2C=CC4=C3C(=O)C=CC4=O,-1.1,-93.0285,3.5481
3364516,CC1=C(SC=C1)CNC2=C(C3=C(S2)CCCC3)C(=O)NC4=C(C=CC(=C4)Cl)OC,-1.1,-92.9776,3.9811
3568,COCC1=CC(=C(C(=C1C2=C(C(=C(C=C2COC)O)O)O)O)O)O,-1.1,-92.9632,3.1623
3698,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,-1.1,-92.8546,1.4125
135431534,CC1=CC=C(C=C1)N=NC2=C3N=C(C(=C(N3N=C2N)N)C#N)C,-1.1,-92.6884,1.4125
345174,C1=CC(=CC=C1N=NC2=C(C=C(C=C2)O)O)Br,-1.1,-92.6853,3.5481
7105650,CC1=C(C2=C(C=C1)SC(=N2)NNC(=O)C3=CC(=O)C4=CC=CC=C4O3)C,-1.1,-92.6649,3.9811
2828330,CCOC(=O)C1=C(OC2(C1(C(=O)C3=CC=CC=C32)O)O)C,-1.1,-92.5948,1.9953
3773893,C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=NC4=CC=CC=C4S3,-1.1,-92.5156,1.9953
135614526,C1=CC(=C(C=C1S(=O)(=O)N)[N+](=O)[O-])N/N=C/C2=C(C(=C(C=C2)O)O)O,-1.1,-92.513,1.9953
2323759,CCN1/C(=C/C=C(\C#N)/C(=O)OCC)/C=CC2=CC=CC=C21,-1.1,-92.496,1.5849
5905056,C1COC2=C(C=C(C=C2)/C=C/C(=O)C3=C(C4=CC=CC=C4C=C3)O)OC1,-1.1,-92.4566,3.1623
2818359,C1CC2=C(C=CC(=C2)N=NC3=CC=C(C=C3)C(F)(F)F)N(C1)CCC#N,-1.1,-92.2875,3.5481
5654285,CC1=C/C(=N\OS(=O)(=O)C2=CC=CC=C2)/C=CC1=O,-1.1,-92.2843,3.1623
1442651,CC1=CC2=CC3=C(N=C2C=C1)SC(=C3N)C(=O)NC4=CC=C(C=C4)N5CCOCC5,-1.1,-92.2776,1.9953
2488340,CN(C1=CC=C(C=C1)O)C(=S)NC2=CN=CC=C2,-1.1,-92.189,1.9953
5825353,CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)/C=C/NC3=CC=C(C=C3)OC,-1.1,-92.1743,2.5119
4204519,C1=CC=C2C=C(C(=CC2=C1)C(=O)NNC3=C4C=CC=CC4=NC5=CC=CC=C53)O,-1.1,-92.1688,1.9953
89417,CC1=C(C(=C(C=C1)NCC(C(C(CO)O)O)O)N=NC2=CC=CC=C2)C,-1.1,-92.1018,2.5119
3106473,CC1=CC(=C(C=C1)N=NC2C(=NN(C2=O)C(=S)N)C)C,-1.1,-92.0702,3.1623
6401028,CC1=C2C(=CC=C1)C3=C(N2)N=C(N=N3)N/N=C\C(=C\C4=CC=CO4)\C,-1.1,-92.0677,1.4125
10603,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O,-1.1,-92.0252,3.9811
339983,C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(N3C=CC=NC3=N2)N=O,-1.1,-92.0221,3.9811
2012945,C1=CC=C2C(=C1)N=C(S2)C3=CC=C(O3)/C=C/4\C(=O)N(C(=S)S4)CCCC(=O)O,-1.1,-91.9562,2.5119
3032310,C1C2=CC=CC=C2NC1=S,-1.1,-91.9109,0.7079
5461523,CC1(OCC(O1)CSC2=C(C(=O)C3=C(C2=O)C=CC=N3)SCC4COC(O4)(C)C)C,-1.1,-91.8451,1.0
12005351,CCCC(=O)OCCNC1=C(C2=NON=C2C(=C1)SCC3=CC=CO3)[N+](=O)[O-],-1.1,-91.8324,3.9811
135423683,CC(=O)C1=CC=CC2=C1NC(=C2O)C3=NC4=CC=CC=C4C3=O,-1.1,-91.7224,3.5481
3713000,C1CN(CCN1C2=CC(=CC=C2)Cl)C3=C(C(=O)C4=CC=CC=C4C3=O)NS(=O)(=O)C5=CC=CS5,-1.1,-91.7196,3.9811
135454414,C1=CC=C(C=C1)C2=CSC(=N2)N/N=C\C3=CC(=C(C=C3)O)[N+](=O)[O-],-1.1,-91.6603,3.1623
11958822,CC1=C(SC(=N1)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C3=CSC(=N3)NC4=CC=CC=C4OC,-1.1,-91.4882,3.5481
2785054,CN1C2=CC=CC=C2C(=O)C(C1=O)(Cl)Cl,-1.1,-91.434,3.9811
16192912,CCN1/C(=C/C2=[N+](C3=C(C=C2)C=C(C=C3)C)C)/SC4=C1C5=C(C=C4)SC=C5.[I-],-1.1,-91.3014,1.5849
667215,C1CCN(C1)C2=C(C3=NON=C3C(=C2)Cl)N,-1.1,-91.294,2.8184
1614226,COC1=CC=C(C=C1)C(=O)C2=COC3=C2C(=O)C(=O)C4=CC=CC=C43,-1.1,-91.2228,2.8184
3142215,C1=CC=C2C(=C1)C(=O)C3(C2=O)C(O3)C4=CC=C(C=C4)Cl,-1.1,-91.0265,3.1623
5280647,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,-1.1,-91.0001,3.5481
2516747,CN(C1=CC=C(C=C1)O)C(=S)NC2=CC=C(C=C2)SC(F)F,-1.1,-90.9959,2.5119
535909,C1=CC(=C(C=C1Cl)Cl)N=NC2=C(NN=C2N)N,-1.1,-90.889,3.5481
135650717,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3F)N/N=C/C4=C(C=C(C=C4)O)O,-1.1,-90.8355,4.4668
1209837,CN(C)C1=CC=C(C=C1)/C=C/C=C/2\C(=O)N(C(=O)S2)CC#C,-1.1,-90.7221,1.5849
5353593,CN(C)C1=CC=C(C=C1)/C=C/2\C3=CC=CC=C3NC2=O,-1.1,-90.6365,1.0
11958810,CC1=CC=CC=C1NC2=NC(=CS2)C3=C(N=C(S3)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-])C,-1.1,-90.608,3.9811
851542,COC1=C(C(=CC(=C1)CNC2=CC=C(C=C2)N3CCCC3)Cl)OC,-1.1,-90.589,3.9811
3237318,C1=CC=C(C=C1)C(=O)NC2(C(=O)C3=CC=CC=C3C2=O)O,-1.1,-90.3573,2.8184
167212,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)O)O,-1.1,-90.3377,2.5119
9625246,CN(C)/N=C/C=C/1\CC/C(=C\C2=CC=C(C=C2)Br)/C1=O,-1.1,-90.2417,0.8913
659226,CCOC(=O)C(C1=C2C3=C(C4=CC=CC=C4C2=O)ON=C3C(=C1)Br)C(=O)OCC,-1.1,-90.1384,1.122
260556,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)O,-1.1,-90.1348,1.9953
124333,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=C2C(=C1)C(=O)C(=[N+]2[O-])C3=CC=CC=N3,-1.1,-90.1152,3.9811
903461,CCC1=CC2=C(C=C1)NC(=C2N=NC3=NC(=CS3)C4=CC=CC=C4)O,-1.1,-89.9448,4.4668
16681968,C1=CC=C(C=C1)C2=CSC3=NC(=O)C(=C(N23)N)/C=C\4/C=CC(=O)C(=C4)O,-1.1,-89.9329,3.9811
135408676,CC1=C(C=CC(=C1)N=NC2=C(C3=CC=CC=C3NC2=O)O)N=NC4=CC=C(C=C4)C(=O)N(C)C,-1.1,-89.9082,2.2387
5740287,CC(=O)OC1=C(C=C(C=C1[N+](=O)[O-])OC)/C=C/C2=NC3=C(C=CC=C3OC)C=C2,-1.1,-89.8791,2.8184
2732963,C1=CC=C(C(=C1)CC(=O)NC2(C(=O)C3=CC=CC=C3C2=O)O)Cl,-1.1,-89.8351,2.8184
42890,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,-1.1,-89.7914,3.5481
1537027,C1=CC=C(C=C1)N2C(=O)C(=C(N2)N)N=NC3=CC4=C(C=C3)N=CS4,-1.1,-89.7877,2.2387
135465963,CC(=O)NC1=CC=C(C=C1)C2=NNC(=NC3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)SC2,-1.1,-89.7644,4.4668
2828331,CC1=C(C2(C(=O)C3=CC=CC=C3C2(O1)O)O)C(=O)C,-1.1,-89.7264,2.2387
2303018,C1OC2=C(O1)C=C(C=C2)N=NC3=C(NN(C3=O)C4=CC=CC=C4)N,-1.1,-89.633,2.2387
54677846,C1=CC=C2C(=C1)C(=C(C(=O)N2)O)O,-1.1,-89.6206,3.1623
3167272,CCC1=NN=C(S1)NC(=O)C2=C(C3=C(S2)N=C4C=C(C=CC4=C3)C)N,-1.1,-89.5687,1.9953
5717105,CCN1/C(=C/C2=[N+](C3=CC=CC=C3C=C2)CC)/C=CC4=CC=CC=C41.[Cl-],-1.1,-89.5287,3.1623
135431512,C1CCC2=C(C1)C(=O)N3C(=C(C(=O)N3)N=NC4=CC=CC(=C4)C(F)(F)F)N2,-1.1,-89.4759,2.8184
1952961,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)OC(=O)C4=CC=C(C=C4)[N+](=O)[O-],-1.1,-89.4031,3.1623
1620331,CCOC1=CC2=C(C=C1)N=C(S2)N3C(=O)/C(=C/C4=CC=C(C=C4)Cl)/NC3=S,-1.1,-89.394,4.4668
2838055,CC1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C(C(=N3)C)N=NC4=CC(=CC=C4)O,-1.1,-89.2433,1.7783
1321754,CN(C)C1=CC=C(C=C1)N2C(=O)CSC2=S,-1.1,-89.1983,4.4668
5702697,CCN\1C2=CC=CC=C2S/C1=C\C=C\C=C\C3=[N+](C4=CC=CC=C4S3)CC.[I-],-1.1,-89.1639,3.9811
3003822,CCOC(=O)/C(=C/1\SS/C(=C(\C(=O)OCC)/C#N)/S1)/C#N,-1.1,-89.1086,2.8184
9590021,CCC1=NN=C(N1N)N/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],-1.1,-88.8566,1.7783
3742880,C1=CC=C2C(=C1)C=CC=C2C3C4(O3)C(=O)C5=CC=CC=C5C4=O,-1.1,-88.8132,2.5119
1840499,CC1=NC(=NN1)S/C(=C/C2=CC=C(O2)C3=CC=C(C=C3)C(=O)C)/C(=O)O,-1.1,-88.7594,1.0
3698299,CC1=C(C2=C(O1)C3=CC=CC=C3C(=O)C2=O)C(=O)C4=CC=C(C=C4)Cl,-1.1,-88.6493,2.2387
439260,C1=CC(=C(C=C1[C@H](CN)O)O)O,-1.1,-88.5668,3.9811
1154462,CC1=C(C(=O)N(N1)C(=S)N)N=NC2=NNC(=C2)C3=CC=C(C=C3)Br,-1.1,-88.5328,2.2387
6763,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,-1.1,-88.4805,3.1623
3683100,CN1C=CC=C1C2=NC3=C(N2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-],-1.1,-88.4337,1.2589
6147623,CN(C)C1=C(C=C(C=C1)/C=C/C(=O)C2=CC3=C(C=C2)OCCO3)[N+](=O)[O-],-1.1,-88.252,3.5481
4351083,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)[N+](=O)[O-])NC(=O)C4=CC=C(C=C4)[N+](=O)[O-],-1.1,-88.2256,3.1623
15945023,C\1CC(=C(/C1=C\C2=CC=CC=C2)N3CCOCC3)/C=C(\C#N)/C(=O)NC4=CC=CC=C4F,-1.1,-88.1526,3.1623
110119,CC[N+]1=C(C(C2=C1C=CC(=C2)C)(C)C)C.[I-],-1.1,-88.0592,3.5481
3123554,CN1C2=C(C=CC(=C2)Br)N=C1N=NC3=CC=C(C=C3)OC,-1.1,-87.9459,1.5849
944116,CC1=CC=C(C=C1)C2=CC=C(N2C)/C=C(\C#N)/C(=S)N,-1.1,-87.9096,1.0
766079,CC(=O)C(C(=O)C)C1(C(=O)C2=CC=CC=C2C1=O)O,-1.1,-87.8797,2.8184
5618021,COC1=CC2=C(C=C1)N=C(S2)N3C(=O)/C(=C/C4=CC=CC=C4)/NC3=S,-1.1,-87.7312,3.9811
2328885,C1=CC=C(C(=C1)C2=CC=C(O2)/C=C(\C#N)/C(=O)NC3=NC(=CS3)C4=CC=CS4)[N+](=O)[O-],-1.1,-87.6923,2.8184
6899636,C1=CC=NC(=C1)/C=N/NC2=NC3=CC=CC4=C3C2=CC=C4,-1.1,-87.5235,2.8184
135420732,CC\1=NC2=CC=CC=C2/C1=C/C3=C(N(C(=S)S3)C4=CC=CC(=C4)C(=O)O)O,-1.1,-87.444,3.5481
969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,-1.1,-87.4283,3.5481
1360856,C1OC2=C(O1)C=C(C=C2)N3C(=O)/C(=C/C4=CC=C(O4)C5=CC=CC=C5C(=O)O)/SC3=N,-1.1,-87.401,3.5481
9688820,CC1=CC(=NC2=CC=CC=C12)N/N=C/C3=CC=C(O3)[N+](=O)[O-],-1.1,-87.2828,1.5849
2859015,COC1=CC=CC=C1N=NC2=NC(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4,-1.1,-87.1866,3.5481
1351583,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C=C/C(=O)O,-1.1,-87.1419,1.122
787437,C1CN(CC2=C1C(=C(SC2=S)N)C#N)CC3=CC=CC=C3,-1.1,-87.1375,1.2589
16196356,CCN(CC)C1=CC=C(C=C1)/C=C/C(=O)C2C(=O)C=C(OC2=O)C,-1.1,-87.0789,3.1623
1440841,C1CCC(CC1)N2C(=NN=N2)SCC(=O)N3CCN(CC3)C(=O)C4=CC=CO4,-1.1,-87.0539,3.5481
2326272,CC1=CC(=O)C=C(C1=NSC2=CC=C(C=C2)OC)C,-1.1,-86.8864,2.8184
2404975,CCC1=CC(=CC(=C1NC(=O)CCl)CC)SC#N,-1.1,-86.8457,3.5481
5433386,CCOC(=O)C1=CC=C(C=C1)N2C(=O)/C(=C\C=C\C3=CC=CO3)/C(=N2)C,-1.1,-86.7703,3.1623
5281767,COC1=C(C=CC(=C1)/C=C/C(=C/C(=O)/C=C/C2=CC(=C(C=C2)O)OC)/O)O,-1.1,-86.7384,3.1623
14161,C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,-1.1,-86.7013,3.1623
3848184,C1=CC=C(C=C1)N2C(=O)C(=C(N2)CSC3=CC=CC=N3)N=NC4=CC=C(C=C4)S(=O)(=O)N,-1.1,-86.6433,4.4668
11958819,CCOC1=CC=CC=C1NC2=NC(=CS2)C3=C(N=C(S3)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-])C,-1.1,-86.6209,3.5481
135541112,CCOC(=O)C1=CC=C(C=C1)N=NC2=C(C(=C(NC2=O)O)C#N)C,-1.1,-86.5972,1.4125
16009259,CN(C)CCCNC1=C2C3=C(C4=CC=CC=C4C2=O)ON=C3C(=C1)N5CCN(CC5)C6CCCCC6,-1.1,-86.4086,3.5481
6878922,C1[C@@H]([C@H]1C(=O)N/N=C/C2=CC=C(O2)C3=CC=CC=C3[N+](=O)[O-])C4=CC=CC=C4,-1.1,-86.4032,4.4668
16757839,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C([C@@H](C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,-1.1,-86.3588,1.2589
370,C1=C(C=C(C(=C1O)O)O)C(=O)O,-1.1,-86.3496,1.2589
3769822,COC1=CC=C(C=C1)N=C(NNC2=CC=C(C=C2)[N+](=O)[O-])P(=O)(N3CCOCC3)N4CCOCC4,-1.1,-86.3068,2.2387
630988,CC(=O)NC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,-1.1,-86.2042,1.9953
2065714,CCOC1=CC2=C(C=C1)N=C(S2)N3C(=O)/C(=C/C4=CC=CC=C4)/NC3=S,-1.1,-86.1929,3.5481
891056,CC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=S)N2C)C)N3CCCC3,-1.1,-86.1701,3.9811
77390,CN(C)C1=CC=C(C=C1)N=NC2=NC3=C(S2)C=C(C=C3)OC,-1.1,-86.0913,0.8913
5433262,CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C=C(C(=O)C3=CC=CC=C32)SC4=NC=NN4,-1.1,-86.0594,3.5481
135460507,CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C(=CC(=C3)[N+](=O)[O-])OC)O,-1.1,-85.9858,1.9953
2338527,C1COCCN1S(=O)(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CO4)C5=CC=CO5,-1.1,-85.9619,3.9811
917269,C1=CC=C(C=C1)N=NC2=C(C3=CC=CC=C3S2)O,-1.1,-85.8415,2.5119
135431535,CC1=CC=C(C=C1)N=NC2=C(NN3C2=NC(=CC3=O)C4=CC=CC=C4)N,-1.1,-85.7464,3.1623
1399593,CC1=NC(=NN1)S/C(=C/C2=CC=C(O2)C3=CC=C(C=C3)Cl)/C(=O)O,-1.1,-85.7333,1.9953
6477637,COC1=C(C=CC(=C1)/C=C/2\C(=O)/C(=C\C3=CC(=C(C=C3)O)OC)/CC2)O,-1.1,-85.7139,0.8913
2955071,C1COCCN1C2=CC=C(C3=NON=C23)NC(=O)NC4=CC=C(C=C4)[N+](=O)[O-],-1.1,-85.4193,0.8913
4658718,CC1=CC(=CC=C1)N=NC2=C(C(=C(NC2=O)O)C#N)C,-1.1,-85.4162,1.122
6412288,C/C(=N/NC1=CC=C(C=C1)OC)/C2=CN=NC(=N2)C3=CC=CC=C3,-1.1,-85.2552,2.8184
45105902,C1=CC=C2C(=C1)C=CC=C2/C=N/NC(=O)CC3=CC(=O)NN3,-1.1,-85.129,3.1623
135431507,CC1=CC=C(C=C1)N=NC2=C(NN3C2=NC4=C(C3=O)CCCC4)N,-1.1,-85.0001,1.4125
12005024,CC1=CSC2=NC(=O)/C(=C\C3=CC=C(O3)C4=C(C=C(C=C4)OC)[N+](=O)[O-])/C(=N)N12,-1.1,-84.9915,2.2387
1236521,CN1C=C(C2=CC=CC=C21)/C=C\3/C(=S)NC(=O)S3,-1.1,-84.8236,1.9953
6242329,CCOC1=CC(=C(C=C1)N/C=C/C(=O)C2=CC3=CC=CC=C3C=C2)[N+](=O)[O-],-1.1,-84.7412,1.122
849439,CC1=CC(=CC=C1)/C=C/2\CCC(=C3SCCCS3)C2=O,-1.1,-84.7232,1.4125
5340140,CC1=CC2=C(C=C1)N=C(N2)/C(=C\C3=CC(=C(C=C3)N4CCCCC4)[N+](=O)[O-])/C#N,-1.1,-84.6744,3.1623
2863813,C1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C(=C(N3)C4=CC=CC=C4)N=NC5=CC=C(C=C5)S(=O)(=O)N,-1.1,-84.6513,1.7783
1332381,C1CCN(C1)C2=CC=C(C=C2)NC(=O)/C=C/C3=CC(=C(C=C3)Cl)[N+](=O)[O-],-1.1,-84.5989,0.8913
135490270,CC1=C(C2=CC=CC=C2N1)/C=N/NC3=C(C=C(C=C3)[N+](=O)[O-])S(=O)(=O)NC4=CC=CC=C4OC,-1.1,-84.4535,3.1623
135431530,C1OC2=C(O1)C=C(C=C2)N=NC3=C(N(N=C3N)C4=CC=CC=C4)N,-1.1,-84.4514,1.7783
648100,COC1=CC2=NC3=C(C=C2C=C1)C(=C(S3)C(=O)NCC4=CC=CO4)N,-1.1,-84.4464,2.8184
135497924,COC1=CC=C(C=C1)C2=CN=NC(=N2)N/N=C/C3=CC(=C(C=C3)O)O,-1.1,-84.4374,2.5119
4009697,CC1=CC(=CC(=C1OC(=O)C)C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)Cl,-1.1,-84.3889,2.8184
2834991,C1CC2=C(C(=O)C1)C3(C(=O)C4=CC=CC=C4C3(O2)O)O,-1.1,-84.3642,3.5481
3127088,CC1(C(=S)C(=C2SC(=C(S2)C(=O)OC)C(=O)OC)C3=CC=CC=C3N1C(=O)C4CC4)C,-1.1,-84.2605,2.5119
2838683,CC1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C(C(=N3)C)N=NC4=CC=CC=C4O,-1.1,-84.013,1.9953
135517016,COC1=CC2=C(C=C1)C=C(C=C2)C(=O)N/N=C/C3=C(C4=CC=CC=C4S3)O,-1.1,-83.9731,1.2589
15945679,CN1C2/C(=C/C3=CC=CC=N3)/C(=O)/C(=C\C4=CC=CC=N4)/C1CC2,-1.1,-83.5586,4.4668
5879932,CC1=C(C=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=N\NC3=CC=C(C=C3)[N+](=O)[O-])OC)C,-1.1,-83.5578,1.5849
29271,C[C@H]([C@H](C1=CC(=C(C=C1)O)O)O)N,-1.1,-83.4799,3.9811
6142865,CC1=CC(=CC=C1)/C=C/2\CS/C(=C\C3=CC=CC(=C3)C)/C2=O,-1.1,-83.4389,3.5481
135400446,C1=CC=C(C=C1)CN2C(=C(SC2=S)/C=C/C=C/C=NC3=CC=CC=C3)O,-1.1,-83.2543,1.7783
1348398,C1=CC(=CC(=C1)Cl)C2=CC=C(O2)/C=C\3/C(=O)N(C(=N)S3)C4=NC=CS4,-1.1,-83.2105,3.5481
6436771,C1=CC=C(C=C1)/C=N/NC2=CC=C(C=C2)[N+](=O)[O-],-1.1,-83.1545,3.5481
3756266,C1=CC=C(C=C1)C2=C(SC(=N2)N)N=NC3=CC=CC4=CC=CC=C43,-1.1,-83.1027,2.8184
